cpd_id	compound_name	result_type	reason	pubchem_cid	strategy	query	stored_smiles	pubchem_smiles	stored_inchikey	pubchem_inchikey
cpd23668	A53868	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C11H21N3O5P, pubchem=C11H22N3O5P, H_diff=+1) — requires manual review	146037028	name_lookup	A53868	C=C([N-]C(=O)[C@H](CC(C)C)NC(=O)C[NH3+])P(=O)([O-])OC	CC(C)C[C@@H](C(=O)NC(=C)P(=O)([O-])OC)NC(=O)C[NH3+]	GHJMDZOOQLNNTC-VIFPVBQESA-M	AEMANCFFPKYKRB-VIFPVBQESA-N
cpd23670	octane-2,4-dione	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	84192	name_lookup	octane-2,4-dione	CCCCC(=O)C=C(C)O	CCCCC(=O)CC(=O)C	NHWOPVLAPBOXFB-UHFFFAOYSA-N	GJYXGIIWJFZCLN-UHFFFAOYSA-N
cpd23680	(1R,5aS,6R)-1,4,5,5a,6,9-hexahydrophenazine-1,6-dicarboxylate	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C14H13N2O4, pubchem=C14H12N2O4, H_diff=-1) — requires manual review	119058146	chebi_xref	CHEBI:131971	O=C([O-])c1cccc2c1NC1CC=C[C@@H](C(=O)[O-])[C@@H]1[NH2+]2	C1C=C[C@H]([C@H]2C1=NC3=C(N2)CC=C[C@H]3C(=O)[O-])C(=O)[O-]	NVHRLXYGQFMWSG-ZBIPGQCISA-M	MUDZFKKAMBPIJZ-XLDPMVHQSA-L
cpd23692	(Z)-phenyl-N-(sulfonatooxy)methanimidothioate	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.46, same formula but different connectivity — likely wrong xref mapping) — requires manual review	123131578	chebi_xref	CHEBI:183061	O=S(=O)([O-])O[N-]C(=S)Cc1ccccc1	C1=CC=C(C=C1)C/C(=N/OS(=O)(=O)[O-])/[S-]	ZHNLQUSUYXSVEQ-UHFFFAOYSA-L	HDEIGSIJUBUHSO-UHFFFAOYSA-L
cpd23727	3,5-didehydroshikimate	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	52940206	name_lookup	3,5-didehydroshikimate	O=C1CC(C(=O)[O-])C=C(O)C1=O	C1C(=CC(=O)[C@H](C1=O)O)C(=O)[O-]	JAACGMAUCWISDS-UHFFFAOYSA-M	MTNXHXKXYFWIRI-ZCFIWIBFSA-M
cpd23796	5-chlorohydroxyquinone	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C6H2ClO3, pubchem=C6H3ClO3, H_diff=+1) — requires manual review	19427629	name_lookup	5-chlorohydroxyquinone	O=C1C=C(Cl)C(=O)[CH-]C1=O	C1=C(C(=CC(=O)C1=O)Cl)O	SCWOYXUTOMYNSF-UHFFFAOYSA-N	NQYCSHAIUWEAMQ-UHFFFAOYSA-N
cpd23798	soyasapogenol-2,3-dihydro-2,5-dihydroxy-6-methyl-4H-pyran-4-one	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C36H56O6, pubchem=C36H55O6, H_diff=-1) — requires manual review	52940124	name_lookup	soyasapogenol-DDMP	CC1OC(OC2CC(C)(C)CC3C4=CCC5[C@@]6(C)CCC(O)[C@](C)(CO)C6CC[C@@]5(C)[C@]4(C)CC[C@@]23C)CC(=O)C1=O	CC1=C(C(=O)CC(O1)OC2CC(CC3[C@]2(CC[C@@]4(C3=CCC5[C@]4(CCC6[C@@]5(CCC([C@]6(C)CO)O)C)C)C)C)(C)C)[O-]	FEVAIHZPHOWXJW-ZZJAPIQXSA-N	BYNMWRSQUIGRPW-KVMHCKHDSA-M
cpd23864	XLFG xyloglucan oligosaccharide	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (38 vs 46)	54758680	name_lookup	XLFG xyloglucan oligosaccharide	C[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@@H](OC[C@H]4O[C@@H](O[C@H]5[C@H](O)[C@@H](O)C(O)O[C@@H]5CO)[C@H](O)[C@@H](O)[C@@H]4O[C@@H]4O[C@H](CO[C@H]5OC[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@@H](O[C@@H]5O[C@H](CO[C@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)OC[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC3[C@H](C(COC3OC[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC7C([C@H](C(CO7)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COC1C([C@H](C(CO1)O)O)O)O)O)O)O)O)O)O)CO)O)O)O)O)O	UXLCPUQLASXUCI-LRZKYNRXSA-N	UXLCPUQLASXUCI-YWIPSOFJSA-N
cpd23865	XXFG xyloglucan oligosaccharide	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (33 vs 41)	54758633	name_lookup	XXFG xyloglucan oligosaccharide	C[C@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3[C@@H](OC[C@H]4O[C@@H](O[C@H]5[C@H](O)[C@@H](O)C(O)O[C@@H]5CO)[C@H](O)[C@@H](O)[C@@H]4O[C@@H]4O[C@H](CO[C@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O[C@@H]5O[C@H](CO[C@H]6OC[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)OC[C@@H](O)[C@@H]3O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2OC3[C@H](C(COC3OC[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC7C([C@H](C(CO7)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)COC9C([C@H](C(CO9)O)O)O)O)O)O)O)O)O)O)CO)O)O)O)O)O	IKYMUPZUAJOZHC-BDLKIKCSSA-N	IKYMUPZUAJOZHC-NDKUYQLLSA-N
cpd32317	3,4,15-triacetyl-nivalenol	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (5 vs 7)	102515035	name_lookup	3,4,15-triacetylnivalenol	CC(=O)OC[C@]12[C@H](O)C(=O)C(C)=C[C@H]1O[C@@H]1[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2(C)C12CO2	CC1=CC2[C@]([C@@H](C1=O)O)([C@]3([C@@H]([C@H](C(C34CO4)O2)OC(=O)C)OC(=O)C)C)COC(=O)C	YYGPBFODSFWCGH-GYDRFHSRSA-N	YYGPBFODSFWCGH-PVVWFSRXSA-N
cpd32319	Fe-coproporphyrin III	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C36H35FeN4O8, pubchem=C36H32FeN4O8, H_diff=-3) — requires manual review	70678925	chebi_xref	CHEBI:68438	CC1=C(CCC(=O)[O-])C2=[N+]3C1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe-2]31n3c(c(C)c(CCC(=O)[O-])c3[CH+]2)C=c2c(CCC(=O)[O-])c(C)c(n21)=C4	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C)CCC(=O)[O-])CCC(=O)[O-])C)C(=C3C)CCC(=O)[O-])CCC(=O)[O-].[Fe]	QWBBXKNNAHDISO-UHFFFAOYSA-H	ZMCFNBNJRYLRIU-UHFFFAOYSA-H
cpd32327	(<i>Z</i>,3<i>S</i>)-2-(3-hydroxybutenyl)-thiohydroximate-O-sulfate	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C5H7NO5S2, pubchem=C5H8NO5S2, H_diff=+1) — requires manual review	123131520	name_lookup	(E,3S)-2-(3-hydroxybutenyl)-thiohydroximate-O-sulfate	C=C[C@@H](O)CC(=S)[N-]OS(=O)(=O)[O-]	C=C[C@H](CC(=S)NOS(=O)(=O)[O-])O	XAKWVHXBXIFGOO-SCSAIBSYSA-L	AVNALOICIMCLQH-SCSAIBSYSA-M
cpd32361	14-hydroxypreaspyridone A	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.64, same formula but different connectivity — likely wrong xref mapping) — requires manual review	91819916	name_lookup	14-hydroxypreaspyridone A	CCC(C)CC(C)C(=O)C1=C([O-])C(C(O)c2ccc(O)cc2)NC1=O	CCC(C)CC(C)/C(=C\1/C(=O)C(NC1=O)C(C2=CC=C(C=C2)O)O)/[O-]	MUJHXNGYJMVLSY-UHFFFAOYSA-M	ZPVWORYVWHWQPR-JQIJEIRASA-M
cpd32372	ferriheme <i>c</i>	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.32, same formula but different connectivity — likely wrong xref mapping) — requires manual review	51351799	name_lookup	ferriheme c	CC1=C(CCC(=O)[O-])C2=Cc3c(CCC(=O)[O-])c(C)c4n3[Fe-]35n6c(c(C(C)S)c(C)c6[CH+]C1=[N+]23)C=c1c(C)c(C(C)S)c(n15)=C4	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C(C)S)C)C(C)S)C)C(=C3CCC(=O)[O-])C)CCC(=O)[O-].[Fe]	NXOMXEDYXXWFJG-UHFFFAOYSA-J	SZYCWQQPTZLPDK-UHFFFAOYSA-J
cpd32378	ambiguine D	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C26H30ClN2O3, pubchem=C26H29ClN2O3, H_diff=-1) — requires manual review	134820075	name_lookup	ambiguine D	C#[N+][C@]12C3OC3C(C)(C)C3=Nc4cccc5c4[C@]3(O)[C@]1(O)[C@H](C[C@@H](Cl)[C@]2(C)C=C)C5(C)C	C[C@@]1([C@@H](C[C@H]2[C@@]3([C@@]1(C4C(O4)C(C5=NC6=CC=CC(=C6[C@@]53O)C2(C)C)(C)C)[N+]#[C-])O)Cl)C=C	MQOOTRFGWJBTLQ-YPOWLORRSA-N	BEUWKFSFCQGVEY-YPOWLORRSA-N
cpd32383	1-(3,4-dihydroxyphenyl)-3-(3-<i>C</i>-glucosyl-2,4,6-trihydroxyphenyl)propane-1,3-dione	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.61, same formula but different connectivity — likely wrong xref mapping) — requires manual review	90657583	name_lookup	8C-beta-D-glucosyl-2-hydroxyeriodictyol	O=C(C=C([O-])c1ccc(O)c(O)c1)c1c(O)cc(O)c([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O	C1=CC(=C(C=C1C(=O)CC(=O)C2=C(C=C(C(=C2[O-])[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O	WAFSXWYBNFSXTN-VJXVFPJBSA-M	XAPBOCJASKMWEF-VJXVFPJBSA-M
cpd32388	preandiloid B	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.59, same formula but different connectivity — likely wrong xref mapping) — requires manual review	91819922	name_lookup	preandiloid B	CC1=C2O[C@@]3(C)CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@H]3C[C@]2(C)C2=COC(=O)C2=C1O	CC1=C2[C@](C[C@H]3[C@]4(CCC(=O)C([C@@H]4CC[C@@]3(O2)C)(C)C)C)(C5=C(C1=O)C(=O)OC5)C	UTCYYFIBBKQVDQ-UVHKRSBMSA-N	CALHDWXNCZWYDF-UVHKRSBMSA-N
cpd32423	nocamycin E	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C25H29NO9, pubchem=C25H31NO9, H_diff=+2) — requires manual review	134692038	name_lookup	nocamycin E	CC(/C=C/C(=O)C1=C([O-])CNC1=O)=C\[C@@H](C)[C@H]1OC23OC(C(=O)C[C@]2(C)O[C@H](C)C3C(=O)[O-])[C@@H]1C	C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)O)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CNC4=O)/O)C	CYIYWQYVXXDHJK-VHIDQHEMSA-L	YDAVVQGHGNWHJN-QOYUFUAZSA-N
cpd32433	(2R)-3-(palmitoyloxy)-2-hydroxypropyl (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (5 vs 7)	71296206	chebi_xref	CHEBI:72833	CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O	UOXRPRZMAROFPH-OAOCPRPWSA-M	UOXRPRZMAROFPH-IESLQMLBSA-M
cpd32444	dithioholothin	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.12, same formula but different connectivity — likely wrong xref mapping) — requires manual review	136759127	name_lookup	dithioholothin	[NH3+][C-]1C(=O)N/C(=C/S)C1=S	C(=S)C1=C(C(=C(N1)O)N)S	WDKIKUSSMDWCSP-OWOJBTEDSA-N	QIXMQSHRSRLCGO-UHFFFAOYSA-N
cpd32448	1,2-diazinane-3-carboxylate	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C5H9N2O2, pubchem=C5H10N2O2, H_diff=+1) — requires manual review	2762538	name_lookup	hexahydropyridazine-3-carboxylic acid	O=C([O-])C1CCC[N-][NH2+]1	C1CC(NNC1)C(=O)O	BQRWIEDOZXTWHJ-UHFFFAOYSA-M	BZIBRGSBQKLEDC-UHFFFAOYSA-N
cpd32471	(6aS,9R,10R,10aS)-10-isocyano-6,6,9-trimethyl-9-vinyl-2,6,6a,7,8,9,10,10a-octahydronaphtho[1,2,3-cd]indole	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C21H25N2, pubchem=C21H24N2, H_diff=-1) — requires manual review	16069589	chebi_xref	CHEBI:141613	C#[N+][C@@H]1[C@@H]2c3c[nH]c4cccc(c34)C(C)(C)[C@H]2CC[C@]1(C)C=C	C[C@@]1(CC[C@H]2[C@H]([C@H]1[N+]#[C-])C3=CNC4=CC=CC(=C43)C2(C)C)C=C	KKBSCOYPFFECKY-ZRRCRCOKSA-N	SLUFHMQYBPOTFZ-ZRRCRCOKSA-N
cpd32475	(2Z)-4-{9,10-dihydroxy-5-methyl-1-oxo-3H,4H-naphtho[2,3-c]pyran-3-yl}-4-(dimethylamino)-3-hydroxybut-2-enamide	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	122706140	name_lookup	(2Z)-4-{9,10-dihydroxy-5-methyl-1-oxo-3H,4H-naphtho[2,3-c]pyran-3-yl}-4-(dimethylamino)-3-hydroxybut-2-enamide	Cc1c2c(c(O)c3c(O)cccc13)C(=O)OC(C(C(=O)CC(N)=O)N(C)C)C2	CC1=C2C=CC=C(C2=C(C3=C1CC(OC3=O)C(/C(=C/C(=O)N)/O)N(C)C)O)O	BZLSHCHRGPSDJY-UHFFFAOYSA-N	CPENHJHQWNCUHT-JYRVWZFOSA-N
cpd32486	2-nitrocyclohexan-1-one	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C6H8NO3, pubchem=C6H9NO3, H_diff=+1) — requires manual review	521241	name_lookup	2-nitrocyclohexan-1-one	O=[N+]([O-])C1=C([O-])CCCC1	C1CCC(=O)C(C1)[N+](=O)[O-]	OPMWJCJOVVJMRP-UHFFFAOYSA-M	SZNILIWUUKKNPE-UHFFFAOYSA-N
cpd32498	hypholomine B	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C26H17O10, pubchem=C26H18O10, H_diff=+1) — requires manual review	54730031	name_lookup	hypholomine B	O=c1cc(O)cc([C-]2c3c(cc(/C=C/c4ccc(O)c(O)c4)oc3=O)O[C@@H]2c2ccc(O)c(O)c2)o1	C1=CC(=C(C=C1/C=C/C2=CC3=C([C@@H]([C@H](O3)C4=CC(=C(C=C4)O)O)C5=CC(=CC(=O)O5)O)C(=O)O2)O)O	DHDPBKCZNTZHEJ-LEMSEOMWSA-N	CGMQDMKDINCGOB-NJYVMNEESA-N
cpd32511	tirandamycin D	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C22H26NO6, pubchem=C22H27NO6, H_diff=+1) — requires manual review	54728537	name_lookup	tirandamycin D	CC1=CC(=O)C2OC1(C)O[C@H]([C@H](C)/C=C(C)/C=C/C(=O)C1=C([O-])CNC1=O)[C@H]2C	C[C@H]1[C@H]2C(=O)C=C([C@](O2)(O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\3/C(=O)CNC3=O)/O)C)C	KCWYLCYWNCZKKV-WAMILZRRSA-M	WORJTWSOUPGODS-KFBBACJUSA-N
cpd32532	12-<i>epi</i>-hapalindole J	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C21H25N2, pubchem=C21H24N2, H_diff=-1) — requires manual review	76308649	name_lookup	12-epi-hapalindole J	C#[N+][C@@H]1[C@H]2c3c[nH]c4cccc(c34)C(C)(C)[C@H]2CC[C@@]1(C)C=C	C[C@]1(CC[C@H]2[C@@H]([C@H]1[N+]#[C-])C3=CNC4=CC=CC(=C43)C2(C)C)C=C	KKBSCOYPFFECKY-XJRBWHPUSA-N	SLUFHMQYBPOTFZ-XJRBWHPUSA-N
cpd32543	2,4-didehydro-inositol	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C6H7O6, pubchem=C6H8O6, H_diff=+1) — requires manual review	90657650	name_lookup	2,4-diketo-inositol	O=C1C(O)=C([O-])[C@@H](O)[C@H](O)[C@H]1O	[C@H]1(C([C@@H](C(=O)C(C1=O)O)O)O)O	DDFANAUSHGXALM-XZIMBLGRSA-M	XQCGHIBXRBNZFL-GCJFSFLGSA-N
cpd32567	(2Z)-2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxyprop-2-enoate	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.50, same formula but different connectivity — likely wrong xref mapping) — requires manual review	90657662	name_lookup	(2Z)-2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxyprop-2-enoate	NC(C(=O)[O-])C(=O)c1ccc(O)c(O)c1	C1=CC(=C(C=C1/C(=C(\C(=O)O)/N)/[O-])O)O	NQHRZFDRYIPQQK-UHFFFAOYSA-M	RWOSSSUYGDRMPJ-FPLPWBNLSA-M
cpd32605	ambiguine J	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C26H31N2O3, pubchem=C26H30N2O3, H_diff=-1) — requires manual review	134820097	name_lookup	ambiguine J	C#[N+][C@]12C3OC3C(C)(C)C3=Nc4cccc5c4[C@]3(O)[C@]1(O)[C@H](CC[C@]2(C)C=C)C5(C)C	C[C@@]1(CC[C@H]2[C@@]3([C@@]1(C4C(O4)C(C5=NC6=CC=CC(=C6[C@@]53O)C2(C)C)(C)C)[N+]#[C-])O)C=C	FWGDHHMMISXONC-KZVBGMEESA-N	GTBYKMVNBWUXSM-KZVBGMEESA-N
cpd32624	mitomycin C	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	5746	name_lookup	mitomycin C	CO[C@@]12C(COC(N)=O)=C3C(=O)C(N)=C(C)C(=O)C3N1C[C@@H]1N[C@@H]12	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N	LDAPFIAQYZHVDM-PVPLFISHSA-N	NWIBSHFKIJFRCO-WUDYKRTCSA-N
cpd32631	Coalpha-[alpha-(adenin-9-yl)]-Cobeta-adenosylcobamide 5'-phosphate	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C68H93CoN21O20P2, pubchem=C68H94CoN21O20P2, H_diff=+1) — requires manual review	134820099	name_lookup	Coalpha-[alpha-(adenin-9-yl)]-Cobeta-adenosylcobamide 5'-phosphate	CC1=C2N3C(=C(CCC(N)=O)[C@]2(C)CC(N)=O)C=C2[N+]4=C(C(C)=C5N6[C@@H]7[C@H](CC(N)=O)[C@]5(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]5[C@@H](O)[C@H](O[C@@H]5COP(=O)([O-])[O-])[n+]5cn(c8ncnc(N)c85)[Co-3]364(C[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]73C)[C@@H](CCC(N)=O)C2(C)C	C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/C([C@@H](C(=N3)/C(=C\4/[C@@]([C@H]([C@@H]([N-]4)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)(C)CCC(=O)NC[C@H](C)OP(=O)([O-])O[C@@H]6[C@H](O[C@@H]([C@@H]6O)N7C=NC8=NC=NC(=C87)N)COP(=O)([O-])[O-])/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N.[CH2-][C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co]	RQUJGWLKIVHKHJ-HQGAMBDASA-I	GDWLHXUYXCYEDX-DEWHXLKRSA-J
cpd32664	lampranthin II	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C34H32N2O16, pubchem=C34H34N2O16, H_diff=+2) — requires manual review	11953909	name_lookup	lampranthin II	COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](Oc3cc4c(cc3O)/[N+](=C/CC3=CC(C(=O)[O-])=N[C@H](C(=O)[O-])C3)[C@@H](C(=O)[O-])C4)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O	COC1=C(C=CC(=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C=C4C(=C3)C[C@H]([N+]4=C/C=C/5\C[C@H](NC(=C5)C(=O)O)C(=O)O)C(=O)[O-])O)O)O)O)O	ABLYPAYEBGULCD-RQYXHDIFSA-L	BRMDRKOAVZEJCS-WPUGSIMNSA-N
cpd32685	(2S,3R)-2-(hexacosanoylamino)-3-hydroxyoctadecyl (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	STEREO_DIFF	STEREO_DIFF rejected: PubChem has fewer defined stereocenters (6 vs 8)	70678646	chebi_xref	CHEBI:65089	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)[C@@H](CCCCCCCCCCCCCCC)O	ORSGBBKDFSRJSQ-PCIXLOPBSA-M	ORSGBBKDFSRJSQ-OAGHENCHSA-M
cpd32726	ferriheme <i>o</i>	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C49H59FeN4O5, pubchem=C49H56FeN4O5, H_diff=-3) — requires manual review	90657744	name_lookup	ferriheme o	C=Cc1c(C)c2n3c1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe+]31n3c(c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)c3[CH+]C3=[N+]1C(=C4)C(CCC(=O)[O-])=C3C)C=2	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)[C@H](CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)C)C(=C3CCC(=O)[O-])C)CCC(=O)[O-].[Fe+3]	ALONXRRFABNRGU-RXXMEITQSA-J	DIPBIYLIYZFOJV-SCCPKUNWSA-J
cpd32749	preandiloid A	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.61, same formula but different connectivity — likely wrong xref mapping) — requires manual review	91819981	name_lookup	preandiloid A	CC1=C2O[C@@]3(C)CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@@H]3C[C@]2(C)C2=COC(=O)C2=C1O	CC1=C2[C@](C[C@H]3[C@]4(CC[C@@H](C([C@@H]4CC[C@@]3(O2)C)(C)C)O)C)(C5=C(C1=O)C(=O)OC5)C	SOTMAQXZIYYJMO-CEMIOJIYSA-N	AUWOMZBOFHKYQZ-CEMIOJIYSA-N
cpd32755	alpha-hydroxyheme	MISMATCH	MISMATCH: IGNORE:protonation_formula_diff (formula: stored=C34H32FeN4O5, pubchem=C34H30FeN4O5, H_diff=-2) — requires manual review	137181293	name_lookup	alpha-hydroxyheme	C=Cc1c(C)c2n3c1C(O)=c1c(C)c(C=C)c4n1[Fe-2]31n3c(c(C)c(CCC(=O)[O-])c3[CH+]C3=[N+]1C(=C2)C(C)=C3CCC(=O)[O-])C=4	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C(=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)O)C=C)C)C(=C3CCC(=O)[O-])C)CCC(=O)[O-].[Fe]	JSLHYBZMSAGROB-UHFFFAOYSA-J	XATJBWVCRYVYEL-UHFFFAOYSA-J
cpd32759	2-hydroxy-6-methoxy-hexa-2,4-dienoate	MISMATCH	MISMATCH: REVIEW:different_compound (tanimoto=0.30, same formula but different connectivity — likely wrong xref mapping) — requires manual review	122706191	name_lookup	2-hydroxy-6-methoxy-hexa-2,4-dienoate	COC(=O)CC=CC(=O)C(=O)[O-]	COC(=O)/C=C/C=C(/C(=O)O)\[O-]	DQNCMGFXWLVGLX-UHFFFAOYSA-M	OIBKZDZZNMNCAY-HZDAAVBUSA-M
cpd23911	IO3-	MISMATCH	MISMATCH: IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance) — requires manual review	84927	name_lookup	IO3-	[O-][I+2]([O-])[O-]	[O-]I(=O)=O	PTYWDKBPJYCXDN-UHFFFAOYSA-N	ICIWUVCWSCSTAQ-UHFFFAOYSA-M
cpd23974	12,13-epoxy-9-cis-octadecenoate	STEREO_DIFF	STEREO_DIFF rejected: stereo_inversion: 1 of 1 shared stereocenters have different configuration	25246088	name_lookup	12,13-epoxy-9-cis-octadecenoate	CCCCCC1OC1C/C=C/CCCCCCCC(=O)[O-]	CCCCCC1C(O1)C/C=C\CCCCCCCC(=O)[O-]	CCPPLLJZDQAOHD-DHZHZOJOSA-M	CCPPLLJZDQAOHD-FLIBITNWSA-M
